x,BER Mean unrestricted,std,
684,7.86E-03,1.85E-03,
685,5.71E-03,1.71E-03,
686,6.40E-03,2.53E-03,
687,6.49E-03,1.35E-03,
688,7.08E-03,2.60E-03,
689,6.25E-03,1.93E-03,
690,7.08E-03,2.49E-03,
691,6.49E-03,1.89E-03,
692,7.18E-03,2.60E-03,
693,7.76E-03,2.97E-03,
694,5.32E-03,1.52E-03,
695,8.50E-03,2.79E-03,
696,7.47E-03,3.02E-03,
697,7.52E-03,1.59E-03,
698,7.76E-03,1.98E-03,
699,7.52E-03,2.46E-03,
700,6.54E-03,1.69E-03,
701,7.23E-03,2.59E-03,
702,9.08E-03,3.47E-03,
703,5.91E-03,2.10E-03,
704,6.84E-03,3.00E-03,
705,7.62E-03,2.72E-03,
706,5.18E-03,1.12E-03,
707,8.06E-03,2.20E-03,
708,8.74E-03,3.09E-03,
709,6.98E-03,2.05E-03,
710,6.93E-03,2.52E-03,
711,6.98E-03,2.38E-03,
712,7.42E-03,2.59E-03,
713,7.37E-03,2.03E-03,
714,7.76E-03,2.25E-03,
715,8.06E-03,3.17E-03,
716,7.42E-03,3.70E-03,
717,7.76E-03,2.59E-03,
718,6.79E-03,3.26E-03,
719,6.30E-03,2.99E-03,
720,8.30E-03,2.31E-03,
721,6.84E-03,3.84E-03,
722,7.86E-03,2.11E-03,
723,6.88E-03,2.18E-03,
724,7.76E-03,1.93E-03,
725,7.57E-03,2.07E-03,
726,6.54E-03,2.81E-03,
727,6.64E-03,2.22E-03,
728,7.52E-03,2.26E-03,
729,5.62E-03,2.38E-03,
730,6.25E-03,2.24E-03,
731,5.86E-03,1.92E-03,
732,8.01E-03,2.53E-03,
733,7.81E-03,2.00E-03,
734,6.45E-03,2.18E-03,
735,6.10E-03,1.67E-03,
736,6.88E-03,1.97E-03,
737,6.59E-03,3.97E-03,
738,6.79E-03,3.15E-03,
739,7.57E-03,1.68E-03,
740,6.45E-03,2.09E-03,
741,6.01E-03,1.99E-03,
742,6.40E-03,2.08E-03,
743,6.15E-03,1.33E-03,
744,6.40E-03,1.77E-03,
745,5.81E-03,1.78E-03,
746,5.52E-03,1.99E-03,
747,6.25E-03,3.16E-03,
748,5.71E-03,2.35E-03,
749,5.96E-03,2.14E-03,
750,5.66E-03,1.86E-03,
751,6.30E-03,2.87E-03,
752,6.59E-03,2.93E-03,
753,6.20E-03,1.80E-03,
754,5.66E-03,1.56E-03,
755,5.27E-03,1.88E-03,
756,5.57E-03,1.74E-03,
757,4.59E-03,1.65E-03,
758,5.52E-03,1.73E-03,
759,6.88E-03,2.09E-03,
760,6.64E-03,2.37E-03,
761,5.81E-03,1.73E-03,
762,5.71E-03,1.63E-03,
763,5.57E-03,1.79E-03,
764,6.45E-03,2.82E-03,
765,7.47E-03,2.32E-03,
766,6.10E-03,2.05E-03,
767,4.98E-03,1.60E-03,
768,5.22E-03,3.04E-03,
769,6.93E-03,2.79E-03,
770,5.86E-03,1.45E-03,
771,5.27E-03,1.90E-03,
772,5.37E-03,1.87E-03,
773,6.01E-03,2.21E-03,
774,5.37E-03,1.27E-03,
775,5.62E-03,1.67E-03,
776,4.69E-03,1.93E-03,
777,5.03E-03,1.93E-03,
778,6.69E-03,3.50E-03,
779,5.42E-03,1.49E-03,
780,4.98E-03,1.54E-03,
781,4.49E-03,1.76E-03,
782,5.62E-03,1.86E-03,
783,4.74E-03,2.26E-03,
784,5.62E-03,2.18E-03,
785,4.79E-03,1.76E-03,
786,5.57E-03,2.33E-03,
787,4.59E-03,1.59E-03,
788,5.76E-03,2.10E-03,
789,5.22E-03,1.03E-03,
790,6.45E-03,2.47E-03,
791,6.35E-03,2.33E-03,
792,5.22E-03,3.65E-03,
793,4.69E-03,2.24E-03,
794,7.62E-03,2.64E-03,
795,5.81E-03,1.88E-03,
796,4.30E-03,1.82E-03,
797,5.71E-03,1.56E-03,
798,6.20E-03,2.21E-03,
799,5.52E-03,1.73E-03,
800,6.54E-03,2.21E-03,
801,5.62E-03,1.76E-03,
802,6.05E-03,2.36E-03,
803,5.18E-03,2.75E-03,
804,4.30E-03,1.72E-03,
805,4.49E-03,1.74E-03,
806,5.96E-03,1.88E-03,
807,5.13E-03,1.86E-03,
808,6.05E-03,2.04E-03,
809,5.86E-03,2.54E-03,
810,4.39E-03,1.05E-03,
811,4.20E-03,1.88E-03,
812,4.20E-03,1.52E-03,
813,5.47E-03,2.40E-03,
814,4.74E-03,2.62E-03,
815,5.47E-03,2.06E-03,
816,3.96E-03,1.87E-03,
817,4.05E-03,1.84E-03,
818,5.27E-03,1.63E-03,
819,5.66E-03,2.05E-03,
820,5.76E-03,1.85E-03,
821,6.01E-03,1.83E-03,
822,5.76E-03,2.10E-03,
823,5.76E-03,2.25E-03,
824,6.15E-03,1.94E-03,
825,6.01E-03,3.53E-03,
826,4.39E-03,2.17E-03,
827,5.52E-03,2.34E-03,
828,5.62E-03,2.58E-03,
829,6.10E-03,1.78E-03,
830,5.66E-03,3.02E-03,
831,5.37E-03,1.83E-03,
832,7.23E-03,2.31E-03,
833,7.08E-03,1.92E-03,
834,4.49E-03,1.88E-03,
835,6.10E-03,3.06E-03,
836,5.47E-03,2.78E-03,
837,6.15E-03,2.86E-03,
838,6.79E-03,1.49E-03,
839,5.03E-03,1.66E-03,
840,4.25E-03,1.33E-03,
841,5.86E-03,2.03E-03,
842,5.42E-03,1.67E-03,
843,7.03E-03,2.54E-03,
844,4.39E-03,1.53E-03,
845,5.57E-03,2.05E-03,
846,4.10E-03,1.24E-03,
847,5.47E-03,2.06E-03,
848,6.25E-03,1.76E-03,
849,5.42E-03,1.91E-03,
850,5.08E-03,2.02E-03,
851,5.81E-03,2.21E-03,
852,5.22E-03,2.54E-03,
853,5.37E-03,1.89E-03,
854,4.39E-03,2.42E-03,
855,4.69E-03,2.37E-03,
856,5.71E-03,3.03E-03,
857,6.20E-03,2.98E-03,
858,4.93E-03,1.44E-03,
859,5.42E-03,2.68E-03,
860,4.98E-03,2.22E-03,
861,4.83E-03,1.41E-03,
862,4.44E-03,2.65E-03,
863,4.93E-03,1.47E-03,
864,4.54E-03,2.10E-03,
865,4.39E-03,1.99E-03,
866,4.15E-03,1.55E-03,
867,5.47E-03,1.59E-03,
868,6.25E-03,1.91E-03,
869,4.59E-03,2.21E-03,
870,4.30E-03,1.74E-03,
871,4.69E-03,1.20E-03,
872,6.54E-03,3.64E-03,
873,5.18E-03,3.08E-03,
874,5.37E-03,2.58E-03,
875,5.03E-03,2.79E-03,
876,5.08E-03,1.72E-03,
877,4.25E-03,1.87E-03,
878,3.91E-03,2.82E-03,
879,4.05E-03,1.89E-03,
880,5.22E-03,1.59E-03,
881,5.18E-03,2.06E-03,
882,4.54E-03,2.27E-03,
883,5.42E-03,1.20E-03,
884,5.08E-03,2.06E-03,
885,5.03E-03,1.93E-03,
886,4.54E-03,2.40E-03,
887,4.54E-03,1.47E-03,
888,4.39E-03,2.55E-03,
889,3.71E-03,1.86E-03,
890,5.57E-03,1.58E-03,
891,5.18E-03,1.82E-03,
892,3.47E-03,1.39E-03,
893,4.74E-03,1.77E-03,
894,4.79E-03,1.85E-03,
895,4.69E-03,2.83E-03,
896,6.15E-03,2.77E-03,
897,5.03E-03,1.83E-03,
898,4.49E-03,1.77E-03,
899,5.66E-03,2.32E-03,
900,4.93E-03,2.13E-03,
901,4.49E-03,1.36E-03,
902,3.61E-03,2.24E-03,
903,5.86E-03,1.40E-03,
904,4.25E-03,2.42E-03,
905,5.08E-03,2.59E-03,
906,5.37E-03,2.78E-03,
907,5.03E-03,1.24E-03,
908,4.74E-03,1.47E-03,
909,5.52E-03,2.54E-03,
910,4.39E-03,2.12E-03,
911,5.13E-03,2.19E-03,
912,3.66E-03,1.58E-03,
913,5.42E-03,1.86E-03,
914,4.88E-03,1.02E-03,
915,4.79E-03,2.35E-03,
916,4.98E-03,1.46E-03,
917,4.64E-03,1.92E-03,
918,5.03E-03,2.67E-03,
919,4.49E-03,1.81E-03,
920,5.03E-03,2.21E-03,
921,3.37E-03,1.83E-03,
922,5.03E-03,1.95E-03,
923,5.62E-03,1.92E-03,
924,4.10E-03,1.96E-03,
925,5.27E-03,2.35E-03,
926,4.74E-03,2.08E-03,
927,5.91E-03,2.88E-03,
928,5.37E-03,2.32E-03,
929,4.54E-03,1.05E-03,
930,5.37E-03,2.77E-03,
931,4.00E-03,1.69E-03,
932,4.59E-03,1.87E-03,
933,5.22E-03,2.20E-03,
934,4.83E-03,1.74E-03,
935,5.03E-03,1.38E-03,
936,4.79E-03,1.09E-03,
937,4.93E-03,1.34E-03,
938,4.30E-03,1.93E-03,
939,6.54E-03,2.94E-03,
940,4.59E-03,1.16E-03,
941,5.66E-03,1.69E-03,
942,4.88E-03,2.23E-03,
943,6.30E-03,1.66E-03,
944,4.15E-03,1.67E-03,
945,5.52E-03,2.90E-03,
946,5.76E-03,1.54E-03,
947,4.93E-03,1.86E-03,
948,5.66E-03,2.23E-03,
949,4.83E-03,2.47E-03,
950,5.03E-03,2.50E-03,
951,4.49E-03,1.90E-03,
952,4.69E-03,1.72E-03,
953,5.03E-03,2.20E-03,
954,5.13E-03,3.04E-03,
955,5.76E-03,2.20E-03,
956,5.22E-03,1.88E-03,
957,4.30E-03,1.65E-03,
958,5.96E-03,2.74E-03,
959,4.83E-03,3.04E-03,
960,6.25E-03,2.73E-03,
961,4.93E-03,2.49E-03,
962,6.40E-03,2.77E-03,
963,4.64E-03,2.07E-03,
964,4.83E-03,1.61E-03,
965,5.52E-03,2.16E-03,
966,4.69E-03,1.89E-03,
967,3.56E-03,1.54E-03,
968,4.79E-03,2.43E-03,
969,5.37E-03,2.62E-03,
970,5.22E-03,1.76E-03,
971,3.96E-03,1.06E-03,
972,5.42E-03,2.65E-03,
973,5.22E-03,2.40E-03,
974,6.10E-03,3.78E-03,
975,4.64E-03,2.25E-03,
976,5.71E-03,2.16E-03,
977,5.42E-03,2.78E-03,
978,3.86E-03,2.37E-03,
979,5.52E-03,3.36E-03,
980,5.03E-03,1.95E-03,
981,5.03E-03,2.57E-03,
982,4.83E-03,1.46E-03,
983,3.81E-03,1.54E-03,
984,5.47E-03,2.71E-03,
985,5.03E-03,2.50E-03,
986,4.35E-03,2.04E-03,
987,5.13E-03,3.56E-03,
988,4.44E-03,1.92E-03,
989,5.37E-03,2.04E-03,
990,4.88E-03,2.09E-03,
991,4.49E-03,2.16E-03,
992,4.64E-03,2.92E-03,
993,4.15E-03,1.87E-03,
994,5.71E-03,3.13E-03,
995,5.47E-03,2.70E-03,
996,4.25E-03,1.73E-03,
997,4.35E-03,2.50E-03,
998,4.49E-03,2.40E-03,
999,3.96E-03,1.98E-03,
1000,4.39E-03,2.35E-03,
1001,4.10E-03,1.55E-03,
1002,4.83E-03,2.22E-03,
1003,4.54E-03,1.51E-03,
1004,4.88E-03,1.09E-03,
1005,4.00E-03,2.18E-03,
1006,4.15E-03,3.56E-03,
1007,4.25E-03,1.75E-03,
1008,2.98E-03,1.47E-03,
1009,5.03E-03,2.13E-03,
1010,4.15E-03,1.89E-03,
1011,3.47E-03,1.58E-03,
1012,4.98E-03,1.90E-03,
1013,6.15E-03,3.37E-03,
1014,4.88E-03,1.71E-03,
1015,5.22E-03,2.86E-03,
1016,5.91E-03,2.81E-03,
1017,4.35E-03,2.41E-03,
1018,3.71E-03,1.65E-03,
1019,4.83E-03,1.96E-03,
1020,4.64E-03,1.03E-03,
1021,4.59E-03,1.83E-03,
1022,3.61E-03,1.55E-03,
1023,3.37E-03,1.35E-03,
1024,4.44E-03,1.60E-03,
1025,3.32E-03,1.77E-03,
1026,5.08E-03,1.89E-03,
1027,4.59E-03,1.71E-03,
1028,4.69E-03,1.92E-03,
1029,3.81E-03,2.69E-03,
1030,5.37E-03,1.80E-03,
1031,4.54E-03,1.51E-03,
1032,4.30E-03,1.66E-03,
1033,3.13E-03,1.45E-03,
1034,4.00E-03,1.48E-03,
1035,5.18E-03,8.23E-04,
1036,4.49E-03,1.66E-03,
1037,4.54E-03,2.22E-03,
1038,4.74E-03,1.48E-03,
1039,6.05E-03,2.31E-03,
1040,4.59E-03,1.31E-03,
1041,4.15E-03,1.24E-03,
1042,5.27E-03,2.78E-03,
1043,4.54E-03,2.41E-03,
1044,4.98E-03,1.84E-03,
1045,5.03E-03,2.37E-03,
1046,6.10E-03,3.17E-03,
1047,4.54E-03,2.27E-03,
1048,5.27E-03,1.63E-03,
1049,4.10E-03,1.45E-03,
1050,5.13E-03,2.03E-03,
1051,4.54E-03,1.43E-03,
1052,4.30E-03,1.94E-03,
1053,4.83E-03,2.54E-03,
1054,5.03E-03,1.58E-03,
1055,5.18E-03,1.40E-03,
1056,3.81E-03,1.34E-03,
1057,3.71E-03,2.59E-03,
1058,4.49E-03,2.41E-03,
1059,4.49E-03,1.72E-03,
1060,4.10E-03,2.35E-03,
1061,4.30E-03,1.19E-03,
1062,5.86E-03,3.22E-03,
1063,4.15E-03,2.61E-03,
1064,3.47E-03,2.52E-03,
1065,4.10E-03,2.15E-03,
1066,3.66E-03,1.40E-03,
1067,4.10E-03,1.18E-03,
1068,5.27E-03,2.56E-03,
1069,4.30E-03,2.49E-03,
1070,4.15E-03,1.10E-03,
1071,4.10E-03,1.80E-03,
1072,3.61E-03,1.83E-03,
1073,4.05E-03,1.66E-03,
1074,4.74E-03,3.00E-03,
1075,4.05E-03,2.13E-03,
1076,4.30E-03,1.54E-03,
1077,4.64E-03,2.46E-03,
1078,4.59E-03,1.55E-03,
1079,4.15E-03,1.31E-03,
1080,3.61E-03,2.36E-03,
1081,5.76E-03,2.49E-03,
1082,4.49E-03,1.23E-03,
1083,4.25E-03,1.87E-03,
1084,4.30E-03,2.24E-03,
1085,4.10E-03,1.24E-03,
1086,4.39E-03,2.23E-03,
1087,5.96E-03,3.28E-03,
1088,4.88E-03,2.83E-03,
1089,4.64E-03,1.87E-03,
1090,4.54E-03,2.26E-03,
1091,4.83E-03,1.49E-03,
1092,4.59E-03,1.83E-03,
1093,5.18E-03,3.05E-03,
1094,3.81E-03,2.06E-03,
1095,3.86E-03,1.70E-03,
1096,3.76E-03,2.03E-03,
1097,4.69E-03,2.14E-03,
1098,4.44E-03,2.60E-03,
1099,3.71E-03,1.40E-03,
1100,4.25E-03,1.40E-03,
1101,3.42E-03,1.66E-03,
1102,3.76E-03,2.48E-03,
1103,4.49E-03,2.80E-03,
1104,2.83E-03,1.53E-03,
1105,3.32E-03,1.66E-03,
1106,3.66E-03,1.84E-03,
1107,2.83E-03,1.46E-03,
1108,4.10E-03,1.75E-03,
1109,3.32E-03,1.38E-03,
1110,3.42E-03,1.20E-03,
1111,3.17E-03,7.95E-04,
1112,4.64E-03,1.99E-03,
1113,4.25E-03,2.76E-03,
1114,4.54E-03,2.15E-03,
1115,4.30E-03,1.43E-03,
1116,3.96E-03,1.28E-03,
1117,3.66E-03,2.12E-03,
1118,4.10E-03,1.61E-03,
1119,4.15E-03,1.97E-03,
1120,4.20E-03,2.43E-03,
1121,4.83E-03,1.81E-03,
1122,4.35E-03,2.04E-03,
1123,5.32E-03,2.47E-03,
1124,5.08E-03,2.45E-03,
1125,3.81E-03,1.81E-03,
1126,4.54E-03,1.36E-03,
1127,4.00E-03,1.91E-03,
1128,5.37E-03,1.98E-03,
1129,3.52E-03,1.73E-03,
1130,5.22E-03,2.46E-03,
1131,3.71E-03,1.22E-03,
1132,3.61E-03,1.03E-03,
1133,4.35E-03,2.50E-03,
1134,3.42E-03,1.56E-03,
1135,4.93E-03,1.96E-03,
1136,3.91E-03,1.97E-03,
1137,3.47E-03,1.99E-03,
1138,4.44E-03,2.03E-03,
1139,2.98E-03,1.35E-03,
1140,3.76E-03,2.36E-03,
1141,3.37E-03,1.12E-03,
1142,3.47E-03,1.03E-03,
1143,4.98E-03,2.54E-03,
1144,3.71E-03,1.58E-03,
1145,4.30E-03,1.62E-03,
1146,3.61E-03,1.87E-03,
1147,2.73E-03,1.64E-03,
1148,3.66E-03,1.12E-03,
1149,3.81E-03,2.21E-03,
1150,4.15E-03,1.82E-03,
1151,3.56E-03,1.68E-03,
1152,3.03E-03,1.49E-03,
1153,3.42E-03,1.48E-03,
1154,3.52E-03,1.72E-03,
1155,4.00E-03,1.02E-03,
1156,3.76E-03,2.08E-03,
1157,4.88E-03,1.36E-03,
1158,4.30E-03,1.63E-03,
1159,4.00E-03,1.46E-03,
1160,3.56E-03,1.95E-03,
1161,3.71E-03,1.05E-03,
1162,4.59E-03,2.71E-03,
1163,4.59E-03,1.42E-03,
1164,4.64E-03,1.92E-03,
1165,3.91E-03,1.43E-03,
1166,3.52E-03,1.51E-03,
1167,4.49E-03,2.34E-03,
1168,4.64E-03,2.60E-03,
1169,3.61E-03,1.82E-03,
1170,4.93E-03,2.40E-03,
1171,4.15E-03,2.44E-03,
1172,5.27E-03,2.98E-03,
1173,3.56E-03,1.81E-03,
1174,3.91E-03,1.75E-03,
1175,4.64E-03,2.25E-03,
1176,3.66E-03,2.27E-03,
1177,3.37E-03,1.75E-03,
1178,4.93E-03,2.67E-03,
1179,4.10E-03,1.69E-03,
1180,4.64E-03,2.40E-03,
1181,6.40E-03,5.19E-03,
1182,3.52E-03,1.88E-03,
1183,4.25E-03,1.11E-03,
1184,3.61E-03,1.61E-03,
1185,4.59E-03,1.30E-03,
1186,3.81E-03,1.39E-03,
1187,2.98E-03,1.26E-03,
1188,3.76E-03,1.66E-03,
1189,2.93E-03,1.29E-03,
1190,3.76E-03,1.07E-03,
1191,4.88E-03,2.13E-03,
1192,4.05E-03,2.58E-03,
1193,3.42E-03,1.24E-03,
1194,3.96E-03,2.34E-03,
1195,4.49E-03,1.80E-03,
1196,4.20E-03,1.53E-03,
1197,3.32E-03,2.18E-03,
1198,4.64E-03,2.32E-03,
1199,3.76E-03,1.77E-03,
1200,3.61E-03,1.89E-03,
1201,3.76E-03,1.40E-03,
1202,2.59E-03,1.07E-03,
1203,4.44E-03,2.01E-03,
1204,3.81E-03,1.95E-03,
1205,3.52E-03,1.72E-03,
1206,3.52E-03,2.50E-03,
1207,2.98E-03,1.19E-03,
1208,4.05E-03,2.18E-03,
1209,3.47E-03,1.81E-03,
1210,3.37E-03,1.64E-03,
1211,3.42E-03,1.24E-03,
1212,2.83E-03,1.39E-03,
1213,2.98E-03,2.02E-03,
1214,3.56E-03,1.05E-03,
1215,3.71E-03,1.99E-03,
1216,3.81E-03,1.25E-03,
1217,4.10E-03,1.75E-03,
1218,3.32E-03,1.46E-03,
1219,2.78E-03,1.43E-03,
1220,2.73E-03,1.50E-03,
1221,4.64E-03,1.78E-03,
1222,3.08E-03,9.02E-04,
1223,3.56E-03,1.71E-03,
1224,4.49E-03,2.24E-03,
1225,4.98E-03,1.41E-03,
1226,4.44E-03,3.92E-03,
1227,3.42E-03,1.73E-03,
1228,3.42E-03,2.56E-03,
1229,3.76E-03,1.77E-03,
1230,4.15E-03,2.13E-03,
1231,4.20E-03,2.10E-03,
1232,3.61E-03,1.61E-03,
1233,4.10E-03,1.58E-03,
1234,3.32E-03,1.53E-03,
1235,4.15E-03,9.58E-04,
1236,4.54E-03,8.75E-04,
1237,3.47E-03,1.92E-03,
1238,3.22E-03,1.22E-03,
1239,4.05E-03,1.16E-03,
1240,2.69E-03,1.79E-03,
1241,3.42E-03,1.60E-03,
1242,2.98E-03,1.22E-03,
1243,3.56E-03,1.68E-03,
1244,4.10E-03,1.20E-03,
1245,4.05E-03,1.53E-03,
1246,3.08E-03,1.93E-03,
1247,2.93E-03,1.42E-03,
1248,3.86E-03,2.42E-03,
1249,2.59E-03,1.00E-03,
1250,3.56E-03,1.95E-03,
1251,3.27E-03,1.95E-03,
1252,3.08E-03,1.33E-03,
1253,2.64E-03,1.14E-03,
1254,2.69E-03,8.53E-04,
1255,3.13E-03,1.48E-03,
1256,4.05E-03,1.24E-03,
1257,3.32E-03,1.60E-03,
1258,2.73E-03,1.50E-03,
1259,2.44E-03,1.33E-03,
1260,3.47E-03,2.33E-03,
1261,3.27E-03,1.63E-03,
1262,3.42E-03,1.57E-03,
1263,3.32E-03,1.31E-03,
1264,3.27E-03,1.56E-03,
1265,3.03E-03,2.18E-03,
1266,3.61E-03,2.66E-03,
1267,2.54E-03,1.36E-03,
1268,2.88E-03,1.46E-03,
1269,4.05E-03,1.95E-03,
1270,2.88E-03,1.87E-03,
1271,3.52E-03,1.57E-03,
1272,3.32E-03,1.77E-03,
1273,3.27E-03,1.11E-03,
1274,2.93E-03,1.43E-03,
1275,2.49E-03,8.58E-04,
1276,4.30E-03,1.72E-03,
1277,3.42E-03,1.40E-03,
1278,3.81E-03,1.36E-03,
1279,3.42E-03,1.72E-03,
1280,3.08E-03,1.50E-03,
1281,2.78E-03,1.68E-03,
1282,3.42E-03,1.99E-03,
1283,3.56E-03,8.47E-04,
1284,4.15E-03,2.05E-03,
1285,2.88E-03,1.39E-03,
1286,3.27E-03,2.38E-03,
1287,4.79E-03,2.36E-03,
1288,3.61E-03,1.64E-03,
1289,2.88E-03,1.68E-03,
1290,3.42E-03,2.57E-03,
1291,2.64E-03,8.51E-04,
1292,2.69E-03,1.53E-03,
1293,4.25E-03,2.05E-03,
1294,3.22E-03,1.62E-03,
1295,3.81E-03,1.34E-03,
1296,4.49E-03,2.41E-03,
1297,4.20E-03,1.61E-03,
1298,3.37E-03,1.34E-03,
1299,4.30E-03,1.43E-03,
1300,3.61E-03,1.68E-03,
1301,4.10E-03,1.68E-03,
1302,4.98E-03,1.77E-03,
1303,3.08E-03,1.72E-03,
1304,4.05E-03,2.01E-03,
1305,3.86E-03,1.46E-03,
1306,4.15E-03,2.43E-03,
1307,4.88E-03,2.49E-03,
1308,3.81E-03,2.17E-03,
1309,4.30E-03,2.17E-03,
1310,3.47E-03,1.67E-03,
1311,4.59E-03,1.80E-03,
1312,4.44E-03,1.24E-03,
1313,3.56E-03,1.47E-03,
1314,3.66E-03,2.23E-03,
1315,4.64E-03,2.38E-03,
1316,4.00E-03,2.24E-03,
1317,3.96E-03,1.14E-03,
1318,3.61E-03,1.97E-03,
1319,4.74E-03,1.81E-03,
1320,4.00E-03,1.67E-03,
1321,4.39E-03,2.28E-03,
1322,2.98E-03,1.20E-03,
1323,3.96E-03,1.46E-03,
1324,3.96E-03,1.74E-03,
1325,4.35E-03,1.49E-03,
1326,4.20E-03,1.37E-03,
1327,4.59E-03,1.79E-03,
1328,3.61E-03,2.07E-03,
1329,4.39E-03,2.09E-03,
1330,3.91E-03,2.28E-03,
1331,2.15E-03,1.33E-03,
1332,3.08E-03,2.03E-03,
1333,4.05E-03,1.93E-03,
1334,3.17E-03,2.12E-03,
1335,2.59E-03,8.75E-04,
1336,3.91E-03,1.38E-03,
1337,4.64E-03,2.51E-03,
1338,3.13E-03,1.93E-03,
1339,3.91E-03,2.55E-03,
1340,2.00E-03,9.12E-04,
1341,3.81E-03,2.77E-03,
1342,2.54E-03,1.63E-03,
1343,2.10E-03,1.09E-03,
1344,2.98E-03,1.39E-03,
1345,2.83E-03,9.72E-04,
1346,2.20E-03,1.31E-03,
1347,2.73E-03,1.53E-03,
1348,3.17E-03,2.02E-03,
